-0.45472535	-0.23028703	0.030809164	0.15482016	0.15783763	0.3006626	-0.030834252	0.2941112	0.21204789	-0.20429385	0.21015966	-0.06371177	-0.13547626	0.13194878	-0.33428362	-0.097234644	-0.07270973	0.3289027	0.34494394	-0.084438145	0.27585223	-0.17591031	-0.23240845	0.06589996	-0.20792904	0.46768272	-0.40901905	-0.043032322	0.19814724	0.06925705	-0.19461912	0.4839778
-0.480251	0.043421604	-0.19445898	0.29634613	0.36939067	0.10092161	-0.15512958	0.2693991	0.14943065	-0.17455257	0.1511453	0.023299472	-0.03236519	0.0667607	-0.17422317	-0.36788335	-0.01959017	0.19011979	0.13895874	0.059847012	0.44904655	-0.26674774	-0.43391448	0.124240026	-0.21895798	0.39939642	-0.27705938	0.074917585	-0.08845396	-0.06495619	-0.32369077	0.55132276
-0.44615683	-0.17002125	0.14403552	0.20746608	0.12713666	0.2917085	-0.1084775	0.2870587	0.21090324	-0.214767	0.4299427	0.17041114	0.16734228	-0.15263629	-0.0492822	-0.3761101	0.024972644	0.24022	0.02576276	0.13235089	0.37646487	-0.03721504	-0.16550465	0.05860196	0.03724475	0.42049414	-0.36957476	-0.37402838	0.11916097	-0.16790983	-0.116529904	0.4563676
-0.33062884	-0.112041816	-0.013180011	-0.1446318	0.056107473	0.2426999	-0.08761319	0.2347615	0.031474136	0.1374703	0.37136632	0.013194741	-0.02485162	0.052130964	-0.062385432	-0.064507715	-0.23940024	0.41772965	0.24509521	-0.1484351	0.078543335	-0.24090026	-0.15344748	0.10999414	-0.23051304	0.35635573	-0.2692481	-0.06702665	0.2403083	0.15755709	-0.16956438	0.29805937
-0.36339924	0.036372725	0.3010191	-0.24022934	0.25891116	0.13435586	0.1108085	0.14834216	0.35147372	0.02199018	0.5213721	0.09332782	0.10198299	-0.14294371	0.3943339	-0.2785528	-0.09835712	0.2061022	-0.18077715	0.021576358	0.40599242	-0.10967424	-0.22912112	-0.07035422	-0.058130175	0.17042062	-0.26188326	-0.41802078	0.06071081	-0.002188809	-0.20144436	0.3161846
-0.38802734	-0.40272322	0.28347823	0.25981888	-0.2295327	0.44118437	-0.110184506	0.32410172	0.26835018	-0.31637174	0.3243833	0.36476535	0.38694543	-0.28755617	0.12968256	-0.36621392	0.3566523	0.09264372	-0.068617575	0.3816079	0.29660228	0.36643177	0.32811823	0.17449737	0.3919606	-0.044992223	-0.4802549	-0.4155581	0.35992742	-0.3430614	0.3964183	0.43663526
-0.33228368	-0.116620004	-0.15343319	0.22431882	0.22923723	0.09621763	-0.06948364	0.20170161	0.11305243	-0.082318015	0.11748611	0.0411747	-0.038531866	0.05331391	-0.16699372	-0.1560925	-0.04950362	0.18258089	0.18830547	-0.009553479	0.24195336	-0.147878	-0.3235506	0.096866205	-0.18682	0.39934227	-0.32226518	0.08148838	0.040875945	-0.08386688	-0.22901264	0.37901843
-0.37240297	-0.14797524	0.17970787	0.13117117	0.28622165	0.2411367	0.006771434	0.24879676	0.28774145	-0.20035894	0.32782453	-0.045417562	-0.028965324	0.02111353	-0.15822992	-0.14275381	-0.012288087	0.164912	0.21244396	-0.056058545	0.33763665	-0.1569266	-0.31693664	-0.031267192	-0.12912284	0.3843687	-0.39913383	-0.21463333	0.0519096	-0.046994198	-0.17958216	0.48048455
0.07239455	-0.3746881	0.34978327	-0.35301635	-0.2617454	0.3706282	0.32619902	-0.011112206	0.2345017	0.12731223	0.5295233	-0.13903217	-0.11325307	0.1840156	-0.060797263	0.2526906	-0.33269438	0.41135052	0.2234252	-0.22434746	-0.19680141	-0.2065502	0.1589494	-0.16394436	-0.08519868	0.3478539	-0.32813182	-0.3505685	0.41728356	0.31044048	-0.0074304463	-0.10213256
-0.20931013	-0.15149416	0.06564067	-0.09385937	-0.02148162	0.1967463	-0.008797052	0.20873249	0.081522174	-0.052643728	0.3613152	0.044712476	-0.009078406	0.075276956	-0.14285007	-0.022927584	-0.15567404	0.29644617	0.23454846	-0.09168682	0.016263971	-0.14188299	-0.0066281464	0.04126581	-0.11578055	0.38317722	-0.3107003	-0.20660482	0.24277827	0.11873965	-0.11587588	0.20864658
-0.28007287	-0.2964909	-0.29879725	0.25212154	-0.17764138	0.23578222	-0.18482207	0.3301893	-0.22658762	-0.1880919	-0.24783555	0.035653777	-0.008720452	0.19442467	-0.5083815	0.17072113	-0.0636186	0.3820196	0.53552485	-0.15382873	-0.2220657	-0.19268245	-0.07037528	0.24221396	-0.27977884	0.5573751	-0.33698523	0.4113796	0.30209288	-0.050006874	-0.12205306	0.35967055
-0.29677823	-0.11725559	0.12182463	-0.050413165	0.18705694	0.12766215	0.11318191	0.18205263	0.23996574	-0.03448438	0.3393846	-0.08995467	-0.09237286	0.05333013	-0.05889189	-0.0207064	-0.07506529	0.18129267	0.15749714	-0.088777974	0.19889855	-0.19869533	-0.18360703	-0.093083456	-0.12487232	0.36653513	-0.3310578	-0.1950631	0.14733306	0.05605249	-0.16062601	0.37119442
-0.047195885	0.04047734	0.20646368	-0.48165673	-0.016182702	0.06780082	0.20236695	-0.03341777	-0.016723847	0.40651876	0.618655	-0.16153035	-0.093151726	0.2318278	0.29708079	0.19439232	-0.42755172	0.4543334	0.07338474	-0.3219951	-0.23173203	-0.2841821	-0.13575341	-0.07198297	-0.30894712	0.27117044	-0.18306035	-0.22004761	0.3159868	0.3647524	-0.2986241	-0.1991833
-0.30949345	0.118468314	-0.25153026	0.005232159	0.17995921	-0.042996492	-0.2249724	0.25096625	-0.08437054	0.110498905	0.10456577	-0.05802061	-0.045374025	0.18203512	-0.15917802	-0.22743504	-0.23667578	0.29116607	0.17302579	-0.10901232	0.09356567	-0.2945177	-0.25175297	0.1495938	-0.28642577	0.45276603	-0.21782538	0.22725017	-0.038203776	0.13276915	-0.23583002	0.41423088
-0.38986993	0.32282242	-0.13370234	-0.16122034	0.43773204	-0.31761613	-0.11330989	-0.045796968	0.06452595	0.17747714	0.26959056	-0.17742842	-0.1394453	0.11644746	0.29913494	-0.3116938	-0.17460838	0.045198303	-0.30898073	-0.033917084	0.46410143	-0.25624445	-0.32894933	-0.084392734	-0.266336	0.2381277	0.18003404	0.046991315	-0.36160183	0.11947837	-0.31936467	0.3540172
